UC2_Literal,Report Number,Report Date,Location,Beat,Neigborhood,NPU,Lat,Long
LARCENY-NON VEHICLE,191441840,5/24/19,1275 CAROLINE ST NE @TARGET - CAROLINE,609,Edgewood,O,33.75674,-84.34619
LARCENY-NON VEHICLE,191441835,5/24/19,2539 PIEDMONT RD NE @TARGET - PIEDMONT,211,Lindbergh/Morosgo,B,33.82403,-84.36328
LARCENY-NON VEHICLE,191441664,5/24/19,1275 CAROLINE ST NE @TARGET - CAROLINE,609,Edgewood,O,33.75674,-84.34619
LARCENY-NON VEHICLE,191441139,5/24/19,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278
LARCENY-NON VEHICLE,191441484,5/24/19,1275 CAROLINE ST NE @TARGET - CAROLINE,609,Edgewood,O,33.75674,-84.34619
LARCENY-NON VEHICLE,191441573,5/24/19,2841 GREENBRIAR PKWY SW @GREENBRIAR MALL,411,Greenbriar,R,33.68677,-84.49773
BURGLARY,191441315,5/24/19,755 MARTIN ST SE,304,Summerhill,V,33.73398,-84.3844
BURGLARY,191440756,5/24/19,2115 MONROE DR NE,212,Piedmont Heights,F,33.81021,-84.37274
BURGLARY,191441036,5/24/19,1760 ROGERS AVE SW,404,Westview,T,33.73711,-84.4453
BURGLARY,191441831,5/24/19,903 HUFF RD NW,103,Blandtown,D,33.78862,-84.41725
BURGLARY,191440984,5/24/19,481 W ONTARIO AVE SW,404,Westview,T,33.74195,-84.44008
BURGLARY,191440364,5/24/19,1454 ATHENS AVE SW,301,Capitol View,X,33.71514,-84.40869
BURGLARY,191441951,5/24/19,544 ETHEL ST NW,501,Home Park,E,33.78443,-84.40501
BURGLARY,191442548,5/24/19,1806 FORT VALLEY DR SW,410,Pomona Park,R,33.70573,-84.45015
BURGLARY,191441681,5/24/19,1771 FORT VALLEY DR SW,410,Pomona Park,R,33.70665,-84.4508
AGG ASSAULT,191441474,5/24/19,3184 ROSWELL RD,208,South Tuxedo Park,B,33.84213,-84.37923
AGG ASSAULT,191442138,5/24/19,659 PEACHTREE ST NE @GEORGIAN TERRACE,505,Midtown,E,33.77258,-84.38449
AGG ASSAULT,191440169,5/24/19,1218 JOSEPH E BOONE BLVD NW,105,Bankhead,K,33.76361,-84.42783
AGG ASSAULT,191442239,5/24/19,971 COLEMAN ST SW,302,Pittsburgh,V,33.7284,-84.40416
AGG ASSAULT,191442486,5/24/19,1270 SPRING ST NW,502,Midtown,E,33.78949,-84.38994
AGG ASSAULT,191441865,5/24/19,1025 KIPLING ST SE,308,Thomasville Heights,Z,33.70327,-84.35317
AGG ASSAULT,191440066,5/24/19,935 PELHAM ST NW,106,Bankhead,K,33.77155,-84.41808
ROBBERY,191440225,5/24/19,902 WESTMONT RD SW,402,Oakland City,S,33.73062,-84.43721
ROBBERY,191432495,5/24/19,390 17TH ST NE,501,Atlantic Station,E,33.7903,-84.39976
ROBBERY,191440410,5/24/19,675 W PEACHTREE ST NE ,505,Midtown,E,33.773,-84.38723
ROBBERY,191430228,5/23/19,678 COMMERCIAL AVE NW,109,Center Hill,J,33.77334,-84.47151
ROBBERY,191432471,5/23/19,3500 PEACHTREE RD NE,208,North Buckhead,B,33.85302,-84.36278
ROBBERY,191431226,5/23/19,234 MEMORIAL DR SW,512,Downtown,M,33.74685,-84.39536
ROBBERY,191431184,5/23/19,38 ANDERSON AVE NW,105,West Lake,J,33.75409,-84.44551
AGG ASSAULT,191431475,5/23/19,1514 NORTHWEST DR NW,113,Monroe Heights,G,33.79809,-84.48706
AGG ASSAULT,191432387,5/23/19,1951 PIEDMONT CIR NE,212,Piedmont Heights,F,33.81069,-84.36742
AGG ASSAULT,191431081,5/23/19,211 CLEVELAND AVE SW,310,Browns Mill Park,Z,33.68141,-84.39595
AGG ASSAULT,191430843,5/23/19,806 LEE ST SW,401,West End,T,33.73528,-84.41421
BURGLARY,191431281,5/23/19,1598 JONESBORO RD SE,307,Lakewood Heights,Y,33.70886,-84.38078
BURGLARY,191431818,5/23/19,507 BISHOP ST NW,207,Loring Heights,E,33.79231,-84.40486
BURGLARY,191431145,5/23/19,1371 KIMBERLY WAY SW,412,Ashley Courts,P,33.71771,-84.52315
BURGLARY,191431068,5/23/19,2193 ADDISON PL NW,110,Carver Hills,G,33.80052,-84.45936
BURGLARY,191430804,5/23/19,599 MITCHELL ST SW,101,Atlanta University Center,T,33.754,-84.40623
BURGLARY,191022451,5/23/19,1385 ENGLISH ST NW,103,Blandtown,D,33.79334,-84.41982
BURGLARY,191430712,5/23/19,940 N EUGENIA PL NW,110,Grove Park,J,33.78087,-84.45265
LARCENY-NON VEHICLE,191431615,5/23/19,1270 WEST PEAHTREE ST NW,503,Midtown,E,33.78937,-84.3882
LARCENY-NON VEHICLE,191431415,5/23/19,3393 PEACHTREE RD NE @LENOX SQUARE,210,Lenox,B,33.84676,-84.36212
LARCENY-NON VEHICLE,191432304,5/23/19,486 PONCE DE LEON AVE NE,614,Midtown,E,33.77379,-84.37122
LARCENY-NON VEHICLE,191432351,5/23/19,720 DONALD LEE HOLLOWELL PKWY NW,506,English Avenue,L,33.77276,-84.41089
LARCENY-NON VEHICLE,191432437,5/23/19,2315 DONALD LEE HOLLOWELL PKWY NW @Z1,109,Center Hill,J,33.77725,-84.46072
BURGLARY,191431502,5/23/19,738 CLIFTON RD SE,612,East Atlanta,W,33.734,-84.32954
BURGLARY,191432443,5/23/19,1791 N OLYMPIAN WAY SW,404,Westview,T,33.73648,-84.44637
BURGLARY,191430306,5/23/19,921 WESTMORELAND CIR NW,110,West Highlands,G,33.79009,-84.44969
BURGLARY,191430966,5/23/19,2470 CHESHIRE BRIDGE RD NE,212,Lindridge/Martin Manor,F,33.82205,-84.35239
LARCENY-NON VEHICLE,191431737,5/23/19,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278
LARCENY-NON VEHICLE,191431914,5/23/19,455 NORTH AVE NE,603,Old Fourth Ward,M,33.77066,-84.37225
LARCENY-NON VEHICLE,191431924,5/23/19,3393 PEACHTREE RD NE,210,Lenox,B,33.84884,-84.36475
LARCENY-NON VEHICLE,191431376,5/23/19,535 LEE ST SW,401,West End,T,33.74042,-84.41435
LARCENY-NON VEHICLE,191431159,5/23/19,2539 PIEDMONT RD NE @TARGET ,211,Lindbergh/Morosgo,B,33.82403,-84.36328
LARCENY-NON VEHICLE,191431049,5/23/19,1001 PONCE DE LEON AVE NE @PUBLIX - PONCE,602,Poncey-Highland,N,33.7734,-84.35467
LARCENY-FROM VEHICLE,191431563,5/23/19,800 FORREST ST NW,207,Berkeley Park,D,33.79583,-84.41412
LARCENY-FROM VEHICLE,191432217,5/23/19,935 MARIETTA ST NW,504,Marietta Street Artery,E,33.7778,-84.40865
LARCENY-FROM VEHICLE,191430786,5/23/19,2794 MANGO CIR NW,113,Monroe Heights,G,33.79505,-84.47981
LARCENY-FROM VEHICLE,191430979,5/23/19,806 MURPHY AVE SW,301,Adair Park,V,33.73318,-84.41258
LARCENY-FROM VEHICLE,191430983,5/23/19,230 10TH ST NE,502,Midtown,E,33.78187,-84.37981
LARCENY-FROM VEHICLE,191431122,5/23/19,1093 WEST AVE SW,302,Pittsburgh,V,33.72494,-84.39593
LARCENY-FROM VEHICLE,191432468,5/23/19,3330 PIEDMONT RD NE ,208,Buckhead Forest,B,33.84564,-84.37462
LARCENY-FROM VEHICLE,191431571,5/23/19,712 11TH ST NW,501,Home Park,E,33.78332,-84.40974
LARCENY-FROM VEHICLE,191432402,5/23/19,349 14TH ST NW,501,Home Park,E,33.78637,-84.39837
LARCENY-FROM VEHICLE,191431852,5/23/19,960 NEW TOWN CIR SE,308,Thomasville Heights,Z,33.70783,-84.35945
LARCENY-FROM VEHICLE,191431918,5/23/19,931 MONROE DR NE ,614,Midtown,E,33.77909,-84.36717
LARCENY-FROM VEHICLE,191431961,5/23/19,3 FAIRBURN RD SW,407,Adamsville,H,33.75929,-84.50557
LARCENY-FROM VEHICLE,191432172,5/23/19,668 11TH ST NW,501,Home Park,E,33.78269,-84.40878
LARCENY-FROM VEHICLE,191432199,5/23/19,768 MARIETTA ST NW,504,Marietta Street Artery,E,33.77363,-84.40468
LARCENY-FROM VEHICLE,191430602,5/23/19,2020 BOLTON RD NW,103,Riverside,D,33.81125,-84.47594
LARCENY-FROM VEHICLE,191430783,5/23/19,4305 ARBOR GATES DR NE,210,Pine Hills,B,33.82648,-84.35856
LARCENY-FROM VEHICLE,191430730,5/23/19,525 CONSTELLATION OVERLOOK SW,407,Mays,H,33.74194,-84.50306
LARCENY-FROM VEHICLE,191430144,5/23/19,97 ESTORIA ST SE,606,Cabbagetown,N,33.75179,-84.36339
LARCENY-FROM VEHICLE,191430166,5/23/19,563 WOODWARD AVE SE     ,605,Grant Park,W,33.74531,-84.36899
LARCENY-FROM VEHICLE,191430297,5/23/19,779 RALPH D ABERNATHY BLVD SW,401,West End,T,33.73844,-84.41319
LARCENY-FROM VEHICLE,191430409,5/23/19,660 ELINOR PL NW,110,Grove Park,J,33.77283,-84.43679
LARCENY-FROM VEHICLE,191430502,5/23/19,891 ROSEDALE RD NE,601,Virginia Highland,F,33.77882,-84.34807
LARCENY-FROM VEHICLE,191430552,5/23/19,770 NEHEMIAH LN SW,407,Mays,H,33.74147,-84.50558
LARCENY-FROM VEHICLE,191430568,5/23/19,1896 MARKONE ST NW,107,Grove Park,J,33.7696,-84.44912
LARCENY-FROM VEHICLE,191431117,5/23/19,631 HARWELL RD NW @APS USHER ES,112,Collier Heights,I,33.77247,-84.49395
LARCENY-NON VEHICLE,191431186,5/23/19,465 MEMORIAL DR SE,605,Grant Park,W,33.74667,-84.37202
LARCENY-NON VEHICLE,191430705,5/23/19,2748 DONALD LEE HOLLOWELL PKWY NW,112,Collier Heights,I,33.7777,-84.47719
LARCENY-NON VEHICLE,191431017,5/23/19,375 18TH ST NW @TARGET - 18TH,501,Atlantic Station,E,33.79303,-84.39921
LARCENY-NON VEHICLE,191431141,5/23/19,1950 RAMBLING DR SW,306,Sylvan Hills,X,33.70135,-84.4062
AUTO THEFT,191430621,5/23/19,590 CASCADE AVE SW @KROGER - CASCADE,402,West End,T,33.73812,-84.43276
AUTO THEFT,191430542,5/23/19,982 GRANT TER SE,304,Peoplestown,V,33.72762,-84.37946
AUTO THEFT,191431348,5/23/19,675 DILL AVE SW,301,Capitol View,X,33.71858,-84.40975
AUTO THEFT,191430658,5/23/19,174 CHALMERS DR NW,112,Collier Heights,I,33.76087,-84.47892
LARCENY-NON VEHICLE,191431528,5/23/19,900 NEW TOWN CIR SE,308,Thomasville Heights,Z,33.70848,-84.35942
LARCENY-NON VEHICLE,191431840,5/23/19,161 WALNUT ST SW,101,Atlanta University Center,T,33.75014,-84.40677
LARCENY-NON VEHICLE,191431658,5/23/19,125 MORELAND AVE SE,606,Reynoldstown,N,33.75005,-84.34955
LARCENY-NON VEHICLE,191431338,5/23/19,668 IRWIN PL NE,604,Old Fourth Ward,M,33.75795,-84.36574
LARCENY-NON VEHICLE,191431333,5/23/19,1654 NEWTON AVE SE,612,East Atlanta,W,33.73816,-84.33373
LARCENY-NON VEHICLE,191432094,5/23/19,933 PEACHTREE ST NE,503,Midtown,E,33.78013,-84.38355
LARCENY-NON VEHICLE,191430537,5/23/19,2151 PEACHTREE RD NE,207,,E,33.8131,-84.39217
LARCENY-NON VEHICLE,191430990,5/23/19,2057 VERBENA ST NW,108,Penelope Neighbors,J,33.75443,-84.45368
LARCENY-NON VEHICLE,191430699,5/23/19,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278
LARCENY-NON VEHICLE,191421974,5/22/19,1137 ARLINGTON AVE SW,402,Oakland City,S,33.72482,-84.42508
LARCENY-NON VEHICLE,191422549,5/22/19,3380 PEACHTREE RD NE,208,North Buckhead,B,33.84969,-84.36617
LARCENY-NON VEHICLE,191420476,5/22/19,2201 GLENWOOD AVE SE,611,East Lake,O,33.73954,-84.31491
LARCENY-NON VEHICLE,191420471,5/22/19,2319 CHESHIRE BRIDGE RD NE,212,Lindridge/Martin Manor,F,33.81801,-84.35136
AUTO THEFT,191421112,5/22/19,1310 N MORNINGSIDE DR NE,613,Morningside/Lenox Park,F,33.79047,-84.35447
AUTO THEFT,191421046,5/22/19,340 AUBURN AVE NE,604,Sweet Auburn,M,33.75565,-84.3764
AUTO THEFT,191420834,5/22/19,129 NORTH AVE NE @ JR CRICKETS,509,Downtown,M,33.77103,-84.38318
AUTO THEFT,191420715,5/22/19,80 JESSE HILL JR DR SE @GRADY,510,Downtown,M,33.75168,-84.38198
AUTO THEFT,191420617,5/22/19,875 HANK AARON DR SW,304,Summerhill,V,33.73177,-84.38944
AUTO THEFT,191422583,5/22/19,676 HORTENSE PL NW,110,Grove Park,J,33.77314,-84.44125
AUTO THEFT,191422486,5/22/19,785 LEE ST SW,401,West End,T,33.73358,-84.41449
AUTO THEFT,191421209,5/22/19,3416 WELCOME ALL RD SW,414,Ben Hill,P,33.66085,-84.52192
AUTO THEFT,191420517,5/22/19,1935 ALISON CT SW,410,Fort Valley,R,33.70055,-84.45149
AUTO THEFT,191420486,5/22/19,75 MARTIN L KING JR DR SW,511,Downtown,M,33.75119,-84.38996
AUTO THEFT,191420547,5/22/19,2266 MELANTE DR NE,212,Lindridge/Martin Manor,F,33.81732,-84.3544
LARCENY-NON VEHICLE,191420588,5/22/19,340 ARMOUR DR NE,212,,E,33.8135,-84.3775
LARCENY-NON VEHICLE,191420673,5/22/19,145 15TH ST NE,502,Ansley Park,E,33.78875,-84.38211
LARCENY-NON VEHICLE,191422418,5/22/19,1001 GARDEN VIEW DR NE,210,Pine Hills,B,33.84895,-84.34904
LARCENY-NON VEHICLE,191421376,5/22/19,1080 CURRAN ST NW,501,Home Park,E,33.78424,-84.40625
LARCENY-FROM VEHICLE,191428008,5/22/19,6011 NORTH TERMINAL BYWAY,705,,,33.64216,-84.44756
LARCENY-FROM VEHICLE,191422558,5/22/19,3540 N CAMP CREEK PKWY SW @STONECREEK APT,414,,P,33.66831,-84.5001
LARCENY-FROM VEHICLE,191420498,5/22/19,2297 SPRINGDALE RD SW,309,Perkerson,X,33.69208,-84.41449
LARCENY-NON VEHICLE,191421966,5/22/19,3212 RENAISSANCE WAY NE,603,Old Fourth Ward,M,33.76619,-84.37842
LARCENY-FROM VEHICLE,191421101,5/22/19,1675 MEMORIAL DR SE,610,Kirkwood,O,33.74716,-84.33286
LARCENY-FROM VEHICLE,191420055,5/22/19,758 PONCE DE LEON AVE NE,601,Virginia Highland,F,33.77412,-84.36228
LARCENY-FROM VEHICLE,191420059,5/22/19,398 14TH ST NW,501,Home Park,E,33.78593,-84.40025
LARCENY-FROM VEHICLE,191420150,5/22/19,2407 ROSE PALM PL SE,310,Browns Mill Park,Z,33.68797,-84.36507
LARCENY-FROM VEHICLE,191420286,5/22/19,390 STOVALL ST SE,606,Ormewood Park,W,33.74366,-84.3541
LARCENY-FROM VEHICLE,191422571,5/22/19,265 PONCE DE LEON AVE NE,505,Midtown,E,33.77206,-84.37869
LARCENY-FROM VEHICLE,191421067,5/22/19,401 HAMILTON E HOLMES DR NW,109,Center Hill,J,33.76633,-84.46976
LARCENY-FROM VEHICLE,191420592,5/22/19,447 WOODWARD AVE SE,605,Grant Park,W,33.74544,-84.37294
LARCENY-FROM VEHICLE,191420652,5/22/19,458 IRA ST SW,303,Mechanicsville,V,33.74228,-84.39975
LARCENY-FROM VEHICLE,191420825,5/22/19,1018 SIMS ST SW,302,Pittsburgh,V,33.72711,-84.40295
LARCENY-FROM VEHICLE,191420966,5/22/19,16 BROMACK DR SW,310,Swallow Circle/Baywood,Z,33.68909,-84.38981
LARCENY-FROM VEHICLE,191421003,5/22/19,1300 CAMPBELLTON RD SW,408,Oakland City,S,33.71585,-84.43058
LARCENY-FROM VEHICLE,191422029,5/22/19,1461 BOULEVARD LORRAINE SW,409,Adams Park,R,33.71542,-84.45825
LARCENY-FROM VEHICLE,191422010,5/22/19,505 FAIRBURN RD SW,407,Fairburn Mays,H,33.73972,-84.51084
LARCENY-FROM VEHICLE,191421220,5/22/19,782 INMAN MEWS DR NE,602,Inman Park,N,33.75425,-84.36197
LARCENY-FROM VEHICLE,191421245,5/22/19,854 OAK ST SW,401,West End,T,33.74057,-84.41685
LARCENY-FROM VEHICLE,191421300,5/22/19,651 WELLS ST SW,303,Adair Park,V,33.73882,-84.40894
LARCENY-FROM VEHICLE,191421340,5/22/19,213 FAIRBURN RD NW @FAIRBURN GORDON APT,111,Adamsville,H,33.76132,-84.50395
LARCENY-FROM VEHICLE,191422187,5/22/19,685 11TH ST NW,501,Home Park,E,33.78332,-84.40974
LARCENY-FROM VEHICLE,191422306,5/22/19,1093 PEACHTREE ST NE,503,Midtown,E,33.78431,-84.38307
LARCENY-FROM VEHICLE,191422333,5/22/19,1931 PEACHTREE RD NE,207,Brookwood Hills,E,33.80774,-84.39361
LARCENY-FROM VEHICLE,191422395,5/22/19,3279 ROSWELL RD NE,208,Buckhead Forest,B,33.84482,-84.37999
LARCENY-FROM VEHICLE,191422416,5/22/19,1133 HUFF RD NW,103,Blandtown,D,33.78978,-84.42557
LARCENY-FROM VEHICLE,191422468,5/22/19,2023 OAKVIEW RD SE,610,Kirkwood,O,33.7504,-84.32179
LARCENY-FROM VEHICLE,191420390,5/22/19,500 CLEVELAND AVE SW,311,Hammond Park,X,33.68117,-84.40467
LARCENY-FROM VEHICLE,191422596,5/22/19,360 MARIETTA ST NW,507,Downtown,M,33.76269,-84.39702
LARCENY-FROM VEHICLE,191421690,5/22/19,199 CLEVELAND AVE SW,310,Browns Mill Park,Z,33.68142,-84.39555
LARCENY-FROM VEHICLE,191421008,5/22/19,1099 ALTA AVE NE,602,Inman Park,N,33.76077,-84.35183
LARCENY-NON VEHICLE,191421544,5/22/19,4511 CAMPBELLTON RD SW,412,,P,33.69625,-84.53567
LARCENY-NON VEHICLE,191421527,5/22/19,3393 PEACHTREE RD NE @LENOX MALL,210,Lenox,B,33.84676,-84.36212
LARCENY-NON VEHICLE,191421502,5/22/19,1275 CAROLINE ST NE @TARGET - CAROLINE,609,Edgewood,O,33.75674,-84.34619
BURGLARY,191421310,5/22/19,2841 GREENBRIAR PKWY SW @Multiple,411,Greenbriar,R,33.68677,-84.49773
LARCENY-NON VEHICLE,191421077,5/22/19,480 JOHN WESLEY DOBBS AVE NE,604,Old Fourth Ward,M,33.75961,-84.37127
LARCENY-NON VEHICLE,191421150,5/22/19,2080 DEFOORS FERRY RD NW,204,Underwood Hills,D,33.81256,-84.42559
LARCENY-NON VEHICLE,191420397,5/22/19,210 PEACHTREE ST NW @Multiple,508,Downtown,M,33.75943,-84.38837
LARCENY-NON VEHICLE,191421934,5/22/19,3509 MARTIN L KING JR DR NW,111,Adamsville,H,33.7581,-84.50258
LARCENY-NON VEHICLE,191422140,5/22/19,1275 CAROLINE ST NE @TARGET - CAROLINE,609,Edgewood,O,33.75674,-84.34619
LARCENY-FROM VEHICLE,191412466,5/22/19,3024 DONALD LEE HOLLOWELL PKWY,113,Brookview Heights,G,33.78276,-84.48688
LARCENY-FROM VEHICLE,191420400,5/22/19,765 MCDANIEL ST SW,302,Pittsburgh,V,33.73365,-84.40221
BURGLARY,191421626,5/22/19,811 JUNIPER ST NE,505,Midtown,E,33.77666,-84.38279
BURGLARY,191421014,5/22/19,1626 OAK KNOLL CIR SE,307,Lakewood Heights,Y,33.70908,-84.37824
BURGLARY,191421632,5/22/19,286 9TH ST NE,503,Midtown,E,33.78065,-84.37812
BURGLARY,191420714,5/22/19,1779 RICHMOND AVE SE,307,Lakewood Heights,Y,33.7056,-84.37538
BURGLARY,191420661,5/22/19,1771 FORT VALLEY DR SW,410,Pomona Park,R,33.70665,-84.4508
BURGLARY,191421256,5/22/19,670 DEKALB AVE SE,602,Inman Park,N,33.7532,-84.36547
BURGLARY,191420426,5/22/19,1699 WESTWOOD AVENUE SW,404,Westview,T,33.73874,-84.44332
BURGLARY,191420663,5/22/19,766 COOPER ST SW,303,Mechanicsville,V,33.73399,-84.39677
BURGLARY,191420425,5/22/19,836 WESTMONT RD SW,402,Oakland City,S,33.73243,-84.43715
BURGLARY,191420125,5/22/19,2399 PARKLAND DR NE,211,Lindbergh/Morosgo,B,33.8201,-84.36481
BURGLARY,191421503,5/22/19,2866 FORREST HILLS DR SW,311,Hammond Park,X,33.67691,-84.39921
BURGLARY,191420646,5/22/19,520 DECATUR ST SE,604,Old Fourth Ward,M,33.75201,-84.37073
BURGLARY,191421064,5/22/19,155 GORDON TER SW,104,Mozley Park,K,33.75068,-84.44341
BURGLARY,191421939,5/22/19,1705 MARY GEORGE AVE NW,110,Carver Hills,G,33.80208,-84.4651
BURGLARY,191420993,5/22/19,526 CENTENNIAL OLYMPIC P DR NW,504,Downtown,M,33.7687,-84.39239
AGG ASSAULT,191422622,5/22/19,226 CORLEY ST NE,604,Old Fourth Ward,M,33.76033,-84.36641
AGG ASSAULT,191420608,5/22/19,518 FLETCHER ST SW,302,Pittsburgh,V,33.72562,-84.4047
AGG ASSAULT,191422444,5/22/19,1655 MEMORIAL DR SE ,612,Kirkwood,O,33.74718,-84.3338
AGG ASSAULT,191422432,5/22/19,1040 CREW ST SW ,304,Peoplestown,V,33.72621,-84.38898
AGG ASSAULT,191420430,5/22/19,1197 JOSEPH E BOONE BLVD NW,106,Bankhead,K,33.7636,-84.42678
AGG ASSAULT,191422288,5/22/19,2600 MARTIN L KING JR DR SW,405,Harland Terrace,I,33.75317,-84.47247
ROBBERY,191420317,5/22/19,206 SAINT JOSE ST,104,Ashview Heights,T,33.75006,-84.42224
ROBBERY,191420417,5/22/19,840 MCDONOUGH BLVD SE,607,Custer/McDonough/Guice,W,33.70884,-84.3592
ROBBERY,191422054,5/22/19,286 SEWANEE AVE NW,108,Dixie Hills,J,33.76108,-84.4653
ROBBERY,191420110,5/22/19,1739 MARTIN L KING JR DR SW,104,Mozley Park,K,33.75159,-84.44081
AGG ASSAULT,191412255,5/21/19,1909 NORTH AVE NW,107,Grove Park,J,33.76871,-84.44986
AGG ASSAULT,191412198,5/21/19,3114 HICKMAN DR NW,111,,I,33.75423,-84.48889
AGG ASSAULT,191411065,5/21/19,584 GRIFFIN ST NW,506,English Avenue,L,33.77054,-84.41129
AGG ASSAULT,191410067,5/21/19,1715 HOWELL MILL RD NW ,204,Berkeley Park,D,33.80181,-84.41267
AGG ASSAULT,191412020,5/21/19,1779 LAKEWOOD AVE SE,307,Lakewood Heights,Y,33.70554,-84.38045
BURGLARY,191411141,5/21/19,1613 ROGERS AVE SW,404,Westview,T,33.73748,-84.44053
BURGLARY,191412201,5/21/19,2129 ABNER PL NW,110,Carver Hills,G,33.80061,-84.45781
BURGLARY,191411040,5/21/19,812 BEECHWOOD AVE SW,301,Capitol View,X,33.72004,-84.41452
BURGLARY,191410429,5/21/19,740 SIDNEY MARCUS BLVD NE,211,Lindbergh/Morosgo,B,33.82598,-84.36335
BURGLARY,191410947,5/21/19,107 GIBSON ST SE,606,Reynoldstown,N,33.75065,-84.35586
AGG ASSAULT,191410030,5/21/19,1332 CAMPBELLTON RD SW        ,408,Venetian Hills,S,33.71539,-84.43157
BURGLARY,191412326,5/21/19,3540 N CAMP CREEK PKWY SW,414,,P,33.67051,-84.50299
AGG ASSAULT,191412416,5/21/19,490 WHITEHALL ST,507,Castleberry Hill,M,33.74348,-84.40341
BURGLARY,191410261,5/21/19,1282 RICHLAND RD SW,402,Oakland City,S,33.73056,-84.42942
BURGLARY,191410534,5/21/19,2441 CHESHIRE BRIDGE RD NE,212,Lindridge/Martin Manor,F,33.82135,-84.35055
BURGLARY,191411420,5/21/19,1704 JONESBORO RD SE,307,Lakewood Heights,Y,33.70577,-84.37864
BURGLARY,191411393,5/21/19,824 DILL AVE SW,301,Capitol View,X,33.71804,-84.41494
BURGLARY,191411069,5/21/19,2830 WATERS RD SW,312,Glenrose Heights,Z,33.67719,-84.39239
LARCENY-FROM VEHICLE,191412425,5/21/19,300 W PEACHTREE ST NW @PEACHTREE TOWERS,508,Downtown,M,33.76254,-84.38789
LARCENY-FROM VEHICLE,191412032,5/21/19,1071 PIEDMONT AVE NE,502,Midtown,E,33.78385,-84.37868
LARCENY-FROM VEHICLE,191412477,5/21/19,80 13TH ST NE,503,Midtown,E,33.78587,-84.38489
LARCENY-FROM VEHICLE,191412487,5/21/19,757 CLEVELAND AVE SW,309,South River Gardens,Z,33.67934,-84.36558
LARCENY-FROM VEHICLE,191412162,5/21/19,1943 PEACHTREE RD NW,207,Brookwood Hills,E,33.80799,-84.39355
LARCENY-FROM VEHICLE,191412215,5/21/19,1093 HEMPHILL AVE NW,501,Home Park,E,33.78466,-84.40561
LARCENY-FROM VEHICLE,191412280,5/21/19,46 AUBURN AVE NE,510,Downtown,M,33.75568,-84.38676
LARCENY-FROM VEHICLE,191412383,5/21/19,3201 CAINS HILL PLACE,206,South Tuxedo Park,B,33.84124,-84.38057
LARCENY-NON VEHICLE,191410959,5/21/19,610 SPRING ST NW,509,Downtown,M,33.77101,-84.38895
LARCENY-NON VEHICLE,191410214,5/21/19,400 EDGEWOOD AVE NE,604,Sweet Auburn,M,33.75464,-84.37465
LARCENY-NON VEHICLE,191411247,5/21/19,3393 PEACHTREE RD NE @LENOX MALL,210,Lenox,B,33.84676,-84.36212
LARCENY-NON VEHICLE,191411261,5/21/19,2525 PIEDMONT RD NE @HOME DEPOT,211,Lindbergh/Morosgo,B,33.824,-84.36521
LARCENY-NON VEHICLE,191411474,5/21/19,800 GLENWOOD AVE SE,605,Grant Park,W,33.74234,-84.36002
LARCENY-NON VEHICLE,191411638,5/21/19,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278
LARCENY-NON VEHICLE,191411114,5/21/19,3660 MARTIN L KING JR DR SW,407,Adamsville,H,33.76217,-84.50865
LARCENY-NON VEHICLE,191410894,5/21/19,3885 JONESBORO RD SE @HOME DEPOT,313,South River Gardens,Z,33.64883,-84.36584
LARCENY-NON VEHICLE,191411009,5/21/19,1275 CAROLINE ST NE @TARGET - CAROLINE,609,Edgewood,O,33.75674,-84.34619
LARCENY-NON VEHICLE,191410580,5/21/19,650 PONCE DE LEON AVE NE ,614,Midtown,E,33.77469,-84.36561
LARCENY-NON VEHICLE,191410790,5/21/19,1938 METROPOLITAN PKWY SW,306,Sylvan Hills,X,33.70131,-84.40797
LARCENY-NON VEHICLE,191411818,5/21/19,3393 PEACHTREE RD NE @LENOX MALL,210,Lenox,B,33.84676,-84.36212
LARCENY-NON VEHICLE,191412046,5/21/19,1275 CAROLINE ST NE @TARGET - CAROLINE,609,Edgewood,O,33.75674,-84.34619
LARCENY-NON VEHICLE,191412021,5/21/19,3393 PEACHTREE RD NE @LENOX MALL,210,Lenox,B,33.84676,-84.36212
LARCENY-FROM VEHICLE,191410883,5/21/19,3885 PRINCETON LAKES WAY SW,414,Princeton Lakes,P,33.66007,-84.51457
LARCENY-FROM VEHICLE,191410209,5/21/19,339 LELAND TER NE,610,Kirkwood,O,33.76297,-84.31329
LARCENY-FROM VEHICLE,191410344,5/21/19,120 BISCAYNE DR NW,205,,C,33.81533,-84.39402
LARCENY-FROM VEHICLE,191410418,5/21/19,2671 RIVERS RD NW,206,Peachtree Heights West,B,33.82754,-84.38919
LARCENY-FROM VEHICLE,191410421,5/21/19,3235 ROSWELL RD NE,208,Buckhead Forest,B,33.84341,-84.37853
LARCENY-FROM VEHICLE,191410496,5/21/19,1030 LENA ST NW,105,Washington Park,K,33.7564,-84.42222
LARCENY-FROM VEHICLE,191412399,5/21/19,441 16TH ST NW @IKEA,501,Atlantic Station,E,33.78874,-84.40468
