UC2_Literal,Report Number,Report Date,Location,Beat,Neigborhood,NPU,Lat,Long
AUTO THEFT,191291455,5/9/19,1591 WOODLAND AVE SE,607,Custer/McDonough/Guice,W,33.71074,-84.35283
AUTO THEFT,191291263,5/9/19,605 LYNN VALLEY RD SW,406,,I,33.73905,-84.48385
AUTO THEFT,191291236,5/9/19,141 HILLIARD STREET ST,604,Sweet Auburn,M,33.75036,-84.37678
AUTO THEFT,191291209,5/9/19,3565 MARTIN L KING JR DR NW @COLLIER HEIGHTS SC,111,Adamsville,H,33.7601,-84.50466
AUTO THEFT,191291093,5/9/19,726 LAKEVIEW AVE NE,614,Midtown,E,33.77453,-84.36731
AUTO THEFT,191290848,5/9/19,1904 LUCY COMPTON LN NW,110,West Highlands,G,33.79497,-84.45321
AUTO THEFT,191290790,5/9/19,1845 PIEDMONT AVE NE,613,Morningside/Lenox Park,F,33.80646,-84.36665
AUTO THEFT,191292384,5/9/19,1065 PEACHTREE ST NE,503,Midtown,E,33.78363,-84.38295
AUTO THEFT,191292385,5/9/19,3549 NORTHSIDE PKWY,202,Randall Mill,A,33.85114,-84.43035
AUTO THEFT,191290686,5/9/19,800 PEACHTREE ST NE,505,Midtown,E,33.77655,-84.38478
AUTO THEFT,191291866,5/9/19,2477 METROPOLITAN PKWY SW,309,Perkerson,X,33.68711,-84.40862
AUTO THEFT,191290748,5/9/19,2399 PARKLAND DR NE,211,Lindbergh/Morosgo,B,33.8201,-84.36481
LARCENY-NON VEHICLE,191290531,5/9/19,2027 BADER AVE SW,306,Sylvan Hills,X,33.69934,-84.41452
LARCENY-NON VEHICLE,191290554,5/9/19,3902 STONE RD SW,413,,P,33.68637,-84.51227
LARCENY-NON VEHICLE,191292379,5/9/19,105 BROAD ST SW,512,Downtown,M,33.7518,-84.39357
LARCENY-NON VEHICLE,191291594,5/9/19,3273 SAVILLE ST SW,414,Princeton Lakes,P,33.66281,-84.51757
LARCENY-NON VEHICLE,191291696,5/9/19,174 MOURY AVE SW,305,The Villages at Carver,Y,33.71276,-84.39056
LARCENY-NON VEHICLE,191291049,5/9/19,226 COURTLAND ST NE,509,Downtown,M,33.76051,-84.38429
LARCENY-NON VEHICLE,191290739,5/9/19,929 CASCADE AVE SW,404,Cascade Avenue/Road,S,33.73002,-84.4411
LARCENY-NON VEHICLE,191291138,5/9/19,1101 DONNELLY AVE SW,402,Oakland City,S,33.73165,-84.4234
LARCENY-NON VEHICLE,191291162,5/9/19,2351 PERRY BLVD NW,110,Scotts Crossing,G,33.80549,-84.46592
LARCENY-NON VEHICLE,191280995,5/8/19,95 8TH ST NE,505,Midtown,E,33.77943,-84.38397
LARCENY-NON VEHICLE,191281092,5/8/19,986 NATHAM DR SE,308,Rebel Valley Forest,Z,33.68938,-84.35747
LARCENY-NON VEHICLE,191280552,5/8/19,232 FORSYTH ST SW @Multiple,512,Downtown,M,33.74852,-84.39636
LARCENY-NON VEHICLE,191282275,5/8/19,3567 MARTIN L KING JR DR NW,111,Adamsville,H,33.75973,-84.50483
LARCENY-NON VEHICLE,191281998,5/8/19,2175 DERBY DR SW,410,Campbellton Road,R,33.70256,-84.4596
LARCENY-NON VEHICLE,191281993,5/8/19,54 PEACHTREE PARK DR NE,207,,E,33.81296,-84.39083
AUTO THEFT,191281167,5/8/19,1253 CAROLINE ST NE,609,Edgewood,O,33.75823,-84.3474
AUTO THEFT,191280931,5/8/19,741 MOROSGO DR NE,211,Lindbergh/Morosgo,B,33.82266,-84.3643
AUTO THEFT,191280456,5/8/19,1293 MARCY ST,307,Collier Hills,C,33.80417,-84.4078
AUTO THEFT,191281037,5/8/19,2900 LANDRUM DR SW,409,Southwest,R,33.70623,-84.48372
AUTO THEFT,191280964,5/8/19,1014 SIMS ST SW,302,Pittsburgh,V,33.72711,-84.40295
AUTO THEFT,191280687,5/8/19,151 14TH ST NW,501,Home Park,E,33.7873,-84.39241
AUTO THEFT,191281406,5/8/19,936 GREENWOOD AVE NE,601,Virginia Highland,F,33.77679,-84.35683
LARCENY-NON VEHICLE,191280237,5/8/19,87 PEACHTREE ST SW,511,Downtown,M,33.75243,-84.39198
LARCENY-NON VEHICLE,191280868,5/8/19,757 CLEVELAND AVE SW,309,Perkerson,X,33.68232,-84.41417
LARCENY-NON VEHICLE,191281566,5/8/19,54 PEACHTREE PARK DR NE,207,,E,33.81296,-84.39083
LARCENY-FROM VEHICLE,191281679,5/8/19,300 BIGGERS ST SE,605,Grant Park,W,33.74812,-84.37662
LARCENY-FROM VEHICLE,191281196,5/8/19,1762 NISKEY LAKE RD SW,412,Niskey Cove,P,33.70732,-84.52915
LARCENY-FROM VEHICLE,191282070,5/8/19,445 CLEVELAND AVE SE,312,Rosedale Heights,Z,33.68149,-84.37152
LARCENY-FROM VEHICLE,191280123,5/8/19,349 CANDLER RD SE,611,East Lake,O,33.74278,-84.29048
LARCENY-FROM VEHICLE,191280469,5/8/19,1 BISCAYNE DR NW,205,,C,33.81496,-84.39218
LARCENY-NON VEHICLE,191281901,5/8/19,1700 MONROE DR NE,613,Piedmont Heights,F,33.80052,-84.37307
LARCENY-NON VEHICLE,191282173,5/8/19,354 KING ST SE ,605,Capitol Gateway,V,33.74479,-84.38257
BURGLARY,191282163,5/8/19,3000 STONE HOGAN CONN SW,411,Greenbriar,R,33.67424,-84.49697
LARCENY-NON VEHICLE,191281975,5/8/19,2452 MOROSGO WAY NE,211,Lindbergh/Morosgo,B,33.82295,-84.36559
LARCENY-NON VEHICLE,191282107,5/8/19,3495 BUCKHEAD LOOP NE,208,North Buckhead,B,33.85242,-84.36703
LARCENY-NON VEHICLE,191281173,5/8/19,464 MORELAND AVE NE,602,Inman Park,N,33.76686,-84.34915
LARCENY-NON VEHICLE,191280650,5/8/19,680 PONCE DE LEON AVE NE,614,Midtown,E,33.77406,-84.36528
LARCENY-NON VEHICLE,191281074,5/8/19,650 PONCE DE LEON AVE NE ,614,Midtown,E,33.77469,-84.36561
LARCENY-NON VEHICLE,191280818,5/8/19,1977 MARTIN L KING JR DR NW,108,,I,33.75065,-84.44767
LARCENY-FROM VEHICLE,191280245,5/8/19,3113 CAMPBELLTON RD SW,409,Southwest,R,33.69261,-84.49098
LARCENY-FROM VEHICLE,191282296,5/8/19,600 MARIETTA ST NW,507,Downtown,M,33.76982,-84.39912
LARCENY-FROM VEHICLE,191280318,5/8/19,1050 PONCE DE LEON AVE NE,601,Virginia Highland,F,33.77422,-84.353
LARCENY-FROM VEHICLE,191282176,5/8/19,3160 GREENBRIAR PKWY SW,411,Greenbriar,R,33.68593,-84.49685
LARCENY-FROM VEHICLE,191280278,5/8/19,1901 METROPOLITAN PKWY SW,306,Sylvan Hills,X,33.70228,-84.40817
LARCENY-FROM VEHICLE,191280361,5/8/19,3331 TIARA CIR SW     ,409,Southwest,R,33.70218,-84.4965
LARCENY-FROM VEHICLE,191282274,5/8/19,250 10TH ST NE,502,Midtown,E,33.78218,-84.37867
LARCENY-FROM VEHICLE,191280539,5/8/19,1351 ORMEWOOD AVE SE,612,East Atlanta,W,33.73384,-84.34341
LARCENY-FROM VEHICLE,191280527,5/8/19,1424 N HIGHLAND AVE NE,613,Morningside/Lenox Park,F,33.79351,-84.35148
LARCENY-FROM VEHICLE,191280538,5/8/19,1686 VAN VLECK AVE SE,612,East Atlanta,W,33.73633,-84.33247
LARCENY-FROM VEHICLE,191280384,5/8/19,1315 MCGILL PARK AVE NE,604,Old Fourth Ward,M,33.76205,-84.37594
LARCENY-FROM VEHICLE,191280546,5/8/19,1717 CENTRA VILLA DR SW,409,Adams Park,R,33.70928,-84.45571
LARCENY-FROM VEHICLE,191281006,5/8/19,2395 BUTNER RD SW,413,Fairburn,P,33.69026,-84.52538
LARCENY-FROM VEHICLE,191280952,5/8/19,866 MURPHY AVE SW @ADAIR II PARK,301,Adair Park,V,33.73255,-84.41239
LARCENY-FROM VEHICLE,191280915,5/8/19,294 NORTHSIDE DR SW,507,Castleberry Hill,M,33.74632,-84.40611
LARCENY-FROM VEHICLE,191281232,5/8/19,3031 HEADLAND DR SW,411,Greenbriar,R,33.69003,-84.4873
LARCENY-FROM VEHICLE,191280843,5/8/19,1040 STOVALL BLVD NE,209,Brookhaven,B,33.86061,-84.35332
LARCENY-FROM VEHICLE,191281529,5/8/19,2323 PIEDMONT RD NE,211,Lindbergh/Morosgo,B,33.81869,-84.36622
LARCENY-FROM VEHICLE,191281408,5/8/19,556 NORTHSIDE DR SW,303,Pittsburgh,V,33.74007,-84.40778
LARCENY-FROM VEHICLE,191281263,5/8/19,132 10TH ST NE,504,Midtown,E,33.78222,-84.3829
LARCENY-FROM VEHICLE,191281203,5/8/19,2264 COUNTRY CLUB DR SW,409,Southwest,R,33.69384,-84.49398
LARCENY-FROM VEHICLE,191280090,5/8/19,658 CLEBURNE TER NE,602,Poncey-Highland,N,33.77254,-84.35359
LARCENY-FROM VEHICLE,191280064,5/8/19,659 AUBURN AVE NE,604,Old Fourth Ward,M,33.75599,-84.36628
BURGLARY,191281282,5/8/19,1795 PEACHTREE ST NE,207,Brookwood Hills,E,33.8038,-84.39255
BURGLARY,191281133,5/8/19,1385 LORENZO DR SW,403,Venetian Hills,S,33.71718,-84.43301
BURGLARY,191281317,5/8/19,2167 MARTIN L KING JR DR NW,108,Florida Heights,I,33.75167,-84.46093
BURGLARY,191281340,5/8/19,707 PARK AVE NE,208,North Buckhead,B,33.85496,-84.36137
BURGLARY,191280555,5/8/19,3883 ADAMSVILLE DR SW,407,Baker Hills,H,33.76228,-84.51481
BURGLARY,191280146,5/8/19,2800 MARTIN L KING JR DR SW,405,Harland Terrace,I,33.75431,-84.4793
BURGLARY,191280908,5/8/19,1071 WHITE OAK AVE SW,402,Oakland City,S,33.72557,-84.4228
BURGLARY,191280883,5/8/19,3680 ADKINS RD NW,114,Carroll Heights,H,33.77252,-84.50942
BURGLARY,191280052,5/8/19,1096 PEEPLES ST SW,402,Oakland City,S,33.72509,-84.4249
BURGLARY,191281331,5/8/19,741 MOROSGO DR NE,211,Lindbergh/Morosgo,B,33.82296,-84.36346
AGG ASSAULT,191281809,5/8/19,245 MILTON AVE SE,305,Chosewood Park,Y,33.71917,-84.38009
AGG ASSAULT,191280359,5/8/19,1750 COMMERCE DR NW,204,Berkeley Park,D,33.80285,-84.41169
BURGLARY,191281923,5/8/19,707 PARK AVE NE,208,North Buckhead,B,33.85496,-84.36137
BURGLARY,191281920,5/8/19,650 MANSON AVE SW,404,Westview,T,33.73768,-84.44093
AGG ASSAULT,191281033,5/8/19,1015 VIOLET ST SE,304,Peoplestown,V,33.72675,-84.38447
AGG ASSAULT,191280334,5/8/19,1109 KIPLING ST SE,308,Thomasville Heights,Z,33.70079,-84.35106
AGG ASSAULT,191281844,5/8/19,3335 MARTIN LUTHER KING JR DRIVE,111,Adamsville,H,33.75403,-84.49657
AGG ASSAULT,191280084,5/8/19,238 HOWELL TER SW,407,Adamsville,H,33.75166,-84.50462
AGG ASSAULT,191280870,5/8/19,1700 STANTON RD SW,408,,R,33.70907,-84.44364
AGG ASSAULT,191280916,5/8/19,1380 ATLANTIC DR NW @PUBLIX - ATLANTIC,501,Atlantic Station,E,33.79282,-84.39779
AGG ASSAULT,191281694,5/8/19,800 CHEROKEE AVE SE @ATLANTA ZOO,605,Grant Park,W,33.7326,-84.37352
ROBBERY,191281997,5/8/19,2132 DONALD LEE HOLLOWELL PKWY NW,107,Grove Park,J,33.77637,-84.4551
ROBBERY,191272121,5/7/19,3206 MOUNT GILEAD RD SW ,409,Southwest,R,33.69801,-84.49383
AGG ASSAULT,191271175,5/7/19,320 THOMASVILLE BLVD SE,308,Thomasville Heights,Z,33.70571,-84.35642
AGG ASSAULT,191271703,5/7/19,195 FAIRBURN RD,111,Adamsville,H,33.76469,-84.50394
AGG ASSAULT,191270230,5/7/19,20 JESSE HILL JR DR NE,510,Downtown,M,33.75487,-84.37999
AGG ASSAULT,191270873,5/7/19,2046 JOSEPH E BOONE BLVD NW,108,Dixie Hills,J,33.76353,-84.45447
AGG ASSAULT,191271962,5/7/19,687 CASCADE AVE SW,404,Westview,T,33.73682,-84.43647
BURGLARY,191270458,5/7/19,1587 JONESBORO RD SE,307,South Atlanta,Y,33.70925,-84.38147
BURGLARY,191272042,5/7/19,1376 AKRIDGE ST NW,105,Hunter Hills,K,33.75804,-84.43294
BURGLARY,191272173,5/7/19,811 BURCHILL ST SW,306,Sylvan Hills,X,33.71275,-84.41526
BURGLARY,191271123,5/7/19,794 JUNIPER ST NE,503,Midtown,E,33.7762,-84.38319
BURGLARY,191271444,5/7/19,486 LINDBERGH PL NE,211,Lindbergh/Morosgo,B,33.81975,-84.37137
BURGLARY,191270793,5/7/19,192 HOLDERNESS ST SW,104,Ashview Heights,T,33.74951,-84.42623
BURGLARY,191270742,5/7/19,140 MILTON AVE SE,305,Chosewood Park,Y,33.72223,-84.38385
BURGLARY,191270943,5/7/19,262 JAMES P BRAWLEY DR NW,102,Vine City,L,33.76178,-84.4129
LARCENY-FROM VEHICLE,191270791,5/7/19,1366 DEKALB AVE NE,608,Candler Park,N,33.76185,-84.34295
LARCENY-FROM VEHICLE,191272434,5/7/19,312 N HIGHLAND AVE NE,602,Inman Park,N,33.76329,-84.35794
LARCENY-FROM VEHICLE,191270521,5/7/19,1365 MEMORIAL DR SE,609,Edgewood,O,33.74748,-84.34269
LARCENY-FROM VEHICLE,191270569,5/7/19,3460 KINGSBORO RD NE,210,Buckhead Heights,B,33.85017,-84.3577
LARCENY-FROM VEHICLE,191270019,5/7/19,437 MEMORIAL DR SE,605,Grant Park,W,33.74639,-84.37285
LARCENY-FROM VEHICLE,191270972,5/7/19,1981 FLAT SHOALS RD SE,612,East Atlanta,W,33.72602,-84.32324
LARCENY-FROM VEHICLE,191270378,5/7/19,3211 SAVILLE ST SW,414,Princeton Lakes,P,33.66634,-84.51603
LARCENY-FROM VEHICLE,191270202,5/7/19,17 BAKER ST NW,508,Downtown,M,33.76235,-84.38819
LARCENY-FROM VEHICLE,191270162,5/7/19,172 PEACHTREE ST SW,512,Downtown,M,33.74982,-84.39359
LARCENY-FROM VEHICLE,191270961,5/7/19,1071 PIEDMONT K AVE,502,Midtown,E,33.78385,-84.37868
LARCENY-FROM VEHICLE,191271541,5/7/19,530 E PACES FERRY RD NE,206,Buckhead Village,B,33.83873,-84.37044
LARCENY-FROM VEHICLE,191271078,5/7/19,215 NORTH AVE NE,603,Old Fourth Ward,M,33.77117,-84.38025
LARCENY-NON VEHICLE,191271085,5/7/19,1275 CAROLINE ST NE @TARGET - CAROLINE,609,Edgewood,O,33.75674,-84.34619
LARCENY-NON VEHICLE,191271357,5/7/19,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278
LARCENY-NON VEHICLE,191271021,5/7/19,1938 METROPOLITAN PKWY SW,306,Sylvan Hills,X,33.70131,-84.40797
LARCENY-NON VEHICLE,191271582,5/7/19,3500 PEACHTREE RD NE @Multiple,208,North Buckhead,B,33.85302,-84.36278
LARCENY-NON VEHICLE,191271662,5/7/19,2525 PIEDMONT RD NE @HOME DEPOT,211,Lindbergh/Morosgo,B,33.824,-84.36521
BURGLARY,191272243,5/7/19,2211 CHARLESTON POINTE SE,612,East Atlanta,W,33.72431,-84.32488
BURGLARY,191271103,5/7/19,1595 MCPHERSON AVE SE,612,East Atlanta,W,33.74351,-84.33526
LARCENY-NON VEHICLE,191271739,5/7/19,1275 CAROLINE ST NE @TARGET - CAROLINE,609,Edgewood,O,33.75674,-84.34619
LARCENY-NON VEHICLE,191271581,5/7/19,617 JOHN WESLEY DOBBS AVE NE,604,Old Fourth Ward,M,33.75925,-84.36702
LARCENY-FROM VEHICLE,191262180,5/7/19,380 LEGACY DR,104,Harris Chiles,T,33.74476,-84.41893
LARCENY-NON VEHICLE,191270964,5/7/19,701 HIGHLAND AVE NE,604,Old Fourth Ward,M,33.76115,-84.36533
LARCENY-NON VEHICLE,191271233,5/7/19,165 COURTLAND ST NE @SHERATON ATLANTA,510,Downtown,M,33.75895,-84.3834
LARCENY-NON VEHICLE,191271761,5/7/19,215 PRYOR ST SW,512,Downtown,M,33.74908,-84.39348
LARCENY-NON VEHICLE,191271974,5/7/19,175 MEMORIAL DR SE,605,Capitol Gateway,V,33.74679,-84.382
LARCENY-NON VEHICLE,191278053,5/7/19,6000 S TERMINAL PKWY,706,,,33.64069,-84.44388
LARCENY-FROM VEHICLE,191272465,5/7/19,792 N HIGHLAND AVE,601,Virginia Highland,F,33.77601,-84.35261
AUTO THEFT,191271561,5/7/19,1560 ORLANDO ST SW,403,Cascade Avenue/Road,S,33.72375,-84.43917
AUTO THEFT,191271334,5/7/19,880 GLENWOOD AVE SE,606,Grant Park,W,33.74058,-84.35903
AUTO THEFT,191271807,5/7/19,866 CAPITOL VIEW AVE NW,109,Center Hill,J,33.77864,-84.46703
AUTO THEFT,191270764,5/7/19,1450 LA FRANCE ST NE,609,Edgewood,O,33.76066,-84.34017
AUTO THEFT,191270733,5/7/19,3000 HEADLAND DR SW,411,Greenbriar,R,33.68923,-84.48657
AUTO THEFT,191270495,5/7/19,380 MARTIN ST SE @ML KING CHILD DEV C,605,Capitol Gateway,V,33.744,-84.3834
AUTO THEFT,191270376,5/7/19,3725 PRINCETON LAKES PKWY SW,414,Princeton Lakes,P,33.65777,-84.50877
AUTO THEFT,191270289,5/7/19,3819 JONESBORO RD SE,313,South River Gardens,Z,33.65025,-84.36718
LARCENY-NON VEHICLE,191271945,5/7/19,2330 CORONET WAY NW,201,,C,33.81852,-84.44819
LARCENY-NON VEHICLE,191271455,5/7/19,1991 DELOWE DR SW,410,Campbellton Road,R,33.69983,-84.46121
LARCENY-NON VEHICLE,191262300,5/7/19,3760 PRINCETON LAKES PKWY SW,414,Princeton Lakes,P,33.65806,-84.51051
LARCENY-NON VEHICLE,191271506,5/7/19,205 LENOX WAY NE,210,Pine Hills,B,33.83391,-84.35629
LARCENY-NON VEHICLE,191270616,5/7/19,1685 N OLYMPIAN WAY SW,404,Westview,T,33.73646,-84.44291
LARCENY-NON VEHICLE,191271462,5/7/19,1776 WESTMORELAND LN NW,110,West Highlands,G,33.79034,-84.44971
LARCENY-NON VEHICLE,191261914,5/6/19,16 HOWELL ST SE,604,Old Fourth Ward,M,33.75381,-84.36959
LARCENY-NON VEHICLE,191260915,5/6/19,210 PETERS ST SW,507,Castleberry Hill,M,33.74882,-84.39945
LARCENY-NON VEHICLE,191260176,5/6/19,954 JOSEPH E BOONE BLVD NW,106,Washington Park,K,33.76323,-84.41879
LARCENY-NON VEHICLE,191261156,5/6/19,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278
LARCENY-NON VEHICLE,191261144,5/6/19,1130 ANGELO CT NE,209,Brookhaven,B,33.88147,-84.35032
AUTO THEFT,191262070,5/6/19,532 FLAT SHOALS AVE SE,612,East Atlanta,W,33.73978,-84.34478
AUTO THEFT,191260499,5/6/19,265 PEACHTREE CENTER AVE NE,510,Downtown,M,33.75841,-84.38608
AUTO THEFT,191260421,5/6/19,196 MONTGOMERY FERRY DR NE,502,Ansley Park,E,33.80028,-84.37577
AUTO THEFT,191260402,5/6/19,2788 DEFOORS FERRY RD NW,201,,C,33.82114,-84.44713
AUTO THEFT,191262248,5/6/19,2034 BOLTON RD NW,103,Riverside,D,33.81158,-84.4746
AUTO THEFT,191261958,5/6/19,707 ANGIER AVE NE,603,Old Fourth Ward,M,33.76578,-84.36364
AUTO THEFT,191261818,5/6/19,275 E LAKE BLVD SE,611,The Villages at East Lake,O,33.74533,-84.31429
AUTO THEFT,191262134,5/6/19,1240 W PEACHTREE ST NW,502,Midtown,E,33.78817,-84.3879
AUTO THEFT,191260784,5/6/19,2323 PIEDMONT RD NE,211,Lindbergh/Morosgo,B,33.81828,-84.36696
AUTO THEFT,191260737,5/6/19,1770 RICHMOND CIR SE,307,Lakewood Heights,Y,33.70695,-84.37414
AUTO THEFT,191260625,5/6/19,979 HOWELL PL SW,401,West End,T,33.73939,-84.41986
AUTO THEFT,191260715,5/6/19,2423 MARTIN L KING JR DR NW,108,Florida Heights,I,33.75183,-84.46623
AUTO THEFT,191260779,5/6/19,1176 CHATTAHOOCHEE AVE NW,103,Blandtown,D,33.80058,-84.42561
AUTO THEFT,191260744,5/6/19,114 VICTOR CIR NW,105,West Lake,J,33.75778,-84.43881
AUTO THEFT,191261272,5/6/19,3521 MOUNT GILEAD RD SW,412,Heritage Valley,P,33.70192,-84.50398
AUTO THEFT,191260973,5/6/19,325 RALPH DAVID ABERNATHY BLVD,303,Mechanicsville,V,33.73724,-84.39859
AUTO THEFT,191261368,5/6/19,2343 EL PASO RD SW,413,Arlington Estates,P,33.69359,-84.5386
AUTO THEFT,191261448,5/6/19,2175 PIEDMONT RD NE,211,Lindridge/Martin Manor,F,33.81716,-84.36632
AUTO THEFT,191262030,5/6/19,3405 LENOX RD NE @TERRACE GARDEN INN,210,Lenox,B,33.848,-84.35947
LARCENY-NON VEHICLE,191261046,5/6/19,1136 BOULEVARD DR NE,606,Reynoldstown,N,33.75376,-84.3499
LARCENY-NON VEHICLE,191260815,5/6/19,203 HARWELL PL NW,112,Collier Heights,I,33.7809,-84.49374
LARCENY-NON VEHICLE,191268025,5/6/19,6000 N TERMINAL PKWY,701,,,33.64184,-84.4477
LARCENY-NON VEHICLE,191260739,5/6/19,2929 LANDRUM DR SW,409,Southwest,R,33.70623,-84.48388
LARCENY-NON VEHICLE,191260530,5/6/19,44 KROG ST NE,602,Inman Park,N,33.75503,-84.3643
LARCENY-FROM VEHICLE,191261964,5/6/19,255 MEMORIAL TER SE,609,Edgewood,O,33.74644,-84.34215
LARCENY-FROM VEHICLE,191261330,5/6/19,1169 REDFORD DR SE,308,Rebel Valley Forest,Z,33.68504,-84.35425
LARCENY-FROM VEHICLE,191261131,5/6/19,1598 DONALD LEE HOLLOWELL PKWY NW,107,Grove Park,J,33.77167,-84.4406
LARCENY-FROM VEHICLE,191261814,5/6/19,209 EDGEWOOD AVE SE,510,Downtown,M,33.75357,-84.3818
LARCENY-NON VEHICLE,191262004,5/6/19,950 W PEACHTREE ST NE,503,Midtown,E,33.78039,-84.38907
LARCENY-NON VEHICLE,191260945,5/6/19,3113 CAMPBELLTON RD SW,409,Southwest,R,33.69261,-84.49098
LARCENY-NON VEHICLE,191261090,5/6/19,1184 SPRING ST NW,502,Midtown,E,33.78697,-84.38959
LARCENY-NON VEHICLE,191260889,5/6/19,3393 PEACHTREE RD NE @LENOX MALL,210,Lenox,B,33.84676,-84.36212
LARCENY-NON VEHICLE,191261308,5/6/19,3334 PEACHTREE RD NE @ONE BUCKHEAD LOOP,208,North Buckhead,B,33.84911,-84.37075
LARCENY-NON VEHICLE,191262118,5/6/19,605 BOULEVARD NE,603,Old Fourth Ward,M,33.77097,-84.3714
LARCENY-NON VEHICLE,191261461,5/6/19,2625 PIEDMONT RD NE,211,Lindbergh/Morosgo,B,33.82742,-84.36532
LARCENY-NON VEHICLE,191261613,5/6/19,2429 MARTIN L KING JR DR NW,108,Florida Heights,I,33.75246,-84.46669
LARCENY-NON VEHICLE,191261834,5/6/19,1001 PONCE DE LEON AVE NE @PUBLIX - PONCE,602,Poncey-Highland,N,33.7734,-84.35467
LARCENY-FROM VEHICLE,191260457,5/6/19,196 MONTGOMERY FERRY DR NE,502,Ansley Park,E,33.80028,-84.37577
LARCENY-FROM VEHICLE,191262296,5/6/19,1551 MONROE DR NE,613,Piedmont Heights,F,33.79758,-84.36926
LARCENY-FROM VEHICLE,191261912,5/6/19,1900 PERRY BLVD NW,110,West Highlands,G,33.79513,-84.4504
LARCENY-FROM VEHICLE,191260541,5/6/19,1093 CORDOVA STREET SW,402,Oakland City,S,33.7277,-84.42497
LARCENY-FROM VEHICLE,191261011,5/6/19,227 COURTLAND ST NE,509,Downtown,M,33.76067,-84.38354
LARCENY-FROM VEHICLE,191260025,5/6/19,1150 CRESCENT AVE NE,503,Midtown,E,33.78601,-84.38437
LARCENY-FROM VEHICLE,191260110,5/6/19,3760 PRINCETON LAKES PKWY SW,414,Princeton Lakes,P,33.65806,-84.51051
LARCENY-FROM VEHICLE,191260545,5/6/19,3760 PRINCETON LAKES PKWY SW,414,Princeton Lakes,P,33.65806,-84.51051
LARCENY-FROM VEHICLE,191260367,5/6/19,209 HOLLY RD NW,105,Hunter Hills,K,33.7611,-84.43735
LARCENY-FROM VEHICLE,191260391,5/6/19,729 FLORENCE PL NW,110,Grove Park,J,33.77485,-84.44171
LARCENY-FROM VEHICLE,191260955,5/6/19,360 MARIETTA ST,507,Downtown,M,33.76269,-84.39702
LARCENY-FROM VEHICLE,191260118,5/6/19,210 PRYOR ST SW,512,Downtown,M,33.74886,-84.39283
LARCENY-FROM VEHICLE,191260817,5/6/19,1063 SEABOARD AVE NE,606,Reynoldstown,N,33.75739,-84.35199
LARCENY-FROM VEHICLE,191260851,5/6/19,3599 MARTIN L KING JR DR NW,111,Adamsville,H,33.75933,-84.50433
LARCENY-FROM VEHICLE,191261442,5/6/19,3465 NORTHSIDE PKWY NW,202,Randall Mill,A,33.84958,-84.42962
LARCENY-FROM VEHICLE,191262074,5/6/19,3405 LENOX RD NE @TERRACE GARDEN INN,210,Lenox,B,33.848,-84.35947
LARCENY-FROM VEHICLE,191262250,5/6/19,2345 CHESHIRE BRIDGE RD NE,212,Lindridge/Martin Manor,F,33.81906,-84.3513
LARCENY-FROM VEHICLE,191261103,5/6/19,580 MCDONOUGH BLVD SE,305,Chosewood Park,Y,33.71392,-84.36899
LARCENY-FROM VEHICLE,191261155,5/6/19,2260 CASCADE RD SW,409,Adams Park,R,33.72228,-84.46253
LARCENY-FROM VEHICLE,191261237,5/6/19,768 MARIETTA ST NW,504,Marietta Street Artery,E,33.77331,-84.40403
LARCENY-FROM VEHICLE,191261247,5/6/19,927 COURTENAY DR NE,613,Morningside/Lenox Park,F,33.78972,-84.35678
LARCENY-FROM VEHICLE,191261410,5/6/19,549 AMSTERDAM AVE NE,601,Virginia Highland,F,33.78788,-84.36904
LARCENY-FROM VEHICLE,191262135,5/6/19,360 MARIETTA ST NW @MBS LOT G,507,Downtown,M,33.76269,-84.39702
LARCENY-FROM VEHICLE,191262162,5/6/19,2277 PEACHTREE RD NE,211,,E,33.81595,-84.39051
LARCENY-FROM VEHICLE,191262184,5/6/19,3393 PEACHTREE RD NE,210,Lenox,B,33.84676,-84.36212
LARCENY-FROM VEHICLE,191261976,5/6/19,3760 CAMP CREEK PKWY SW,414,Princeton Lakes,P,33.6547,-84.50927
LARCENY-FROM VEHICLE,191261988,5/6/19,280 ELIZABETH ST NE,602,Inman Park,N,33.76198,-84.35846
LARCENY-FROM VEHICLE,191261513,5/6/19,1073 PIEDMONT AVE NE @PIEDMONT PARK,502,Midtown,E,33.78381,-84.37904
LARCENY-FROM VEHICLE,191261578,5/6/19,1764 WARREN CT,201,Ridgewood Heights,C,33.82135,-84.44521
LARCENY-FROM VEHICLE,191261580,5/6/19,1471 AKRIDGE ST NW,105,Hunter Hills,K,33.75855,-84.43615
LARCENY-FROM VEHICLE,191261770,5/6/19,1690 PEACHTREE ST NW,207,Brookwood,E,33.79983,-84.39311
LARCENY-FROM VEHICLE,191251215,5/6/19,1695 NORTHSIDE DR NW,207,Loring Heights,E,33.80107,-84.40742
BURGLARY,191261564,5/6/19,2320 CORONET WAY NW,201,,C,33.81838,-84.44803
BURGLARY,191260844,5/6/19,1348 REDFORD DR SE,308,Rebel Valley Forest,Z,33.68768,-84.35538
BURGLARY,191260754,5/6/19,341 ASHBURTON AVE SE,611,East Lake,O,33.74319,-84.29361
BURGLARY,191260563,5/6/19,2423 MARTIN L KING JR DR NW,108,Florida Heights,I,33.75183,-84.46623
