UC2_Literal,Report Number,Report Date,Location,Beat,Neigborhood,NPU,Lat,Long,,
LARCENY-NON VEHICLE,201381944,05/17/2020,111 BOULEVARD NE,604,Old Fourth Ward,M,33.75734,-84.3718,,
LARCENY-FROM VEHICLE,201380818,05/17/2020,240 N HIGHLAND AVE NE,602,Inman Park,N,33.76183,-84.36026,,
AUTO THEFT,201380919,05/17/2020,838 CLIFTON RD SE,612,East Atlanta,W,33.73145,-84.32971,,
ROBBERY,201381684,05/17/2020,1981 FLAT SHOALS RD SE,612,East Atlanta,W,33.72602,-84.32324,,
LARCENY-NON VEHICLE,201381944,05/17/2020,111 BOULEVARD NE,604,Old Fourth Ward,M,33.75734,-84.3718,,
LARCENY-FROM VEHICLE,201380818,05/17/2020,240 N HIGHLAND AVE NE,602,Inman Park,N,33.76183,-84.36026,,
AUTO THEFT,201380919,05/17/2020,838 CLIFTON RD SE,612,East Atlanta,W,33.73145,-84.32971,,
ROBBERY,201381684,05/17/2020,1981 FLAT SHOALS RD SE,612,East Atlanta,W,33.72602,-84.32324,,
LARCENY-NON VEHICLE,201381944,05/17/2020,111 BOULEVARD NE,604,Old Fourth Ward,M,33.75734,-84.3718,,
LARCENY-NON VEHICLE,201362088,05/16/2020,888 EDEN AVE SE,607,Ormewood Park,W,33.73033,-84.35874,,
AUTO THEFT,201370874,05/16/2020,1150 GILBERT ST SE,607,Woodland Hills,W,33.72309,-84.35043,,
ROBBERY,201371173,05/16/2020,770 MONROE DR NE,614,Midtown,E,33.77561,-84.37098,,
AUTO THEFT,201371316,05/16/2020,175 LOWRY ST NE,609,Edgewood,O,33.75834,-84.33986,,
LARCENY-FROM VEHICLE,201371821,05/16/2020,931 MONROE DR NE,614,Midtown,E,33.78049,-84.36907,,
AUTO THEFT,201370874,05/16/2020,1150 GILBERT ST SE,607,Woodland Hills,W,33.72309,-84.35043,,
ROBBERY,201371173,05/16/2020,770 MONROE DR NE,614,Midtown,E,33.77561,-84.37098,,
AUTO THEFT,201371316,05/16/2020,175 LOWRY ST NE,609,Edgewood,O,33.75834,-84.33986,,
LARCENY-FROM VEHICLE,201371821,05/16/2020,931 MONROE DR NE,614,Midtown,E,33.78049,-84.36907,,
LARCENY-NON VEHICLE,201362088,05/16/2020,888 EDEN AVE SE,607,Ormewood Park,W,33.73033,-84.35874,,
LARCENY-NON VEHICLE,201362088,05/16/2020,888 EDEN AVE SE,607,Ormewood Park,W,33.73033,-84.35874,,
AUTO THEFT,201370874,05/16/2020,1150 GILBERT ST SE,607,Woodland Hills,W,33.72309,-84.35043,,
ROBBERY,201371173,05/16/2020,770 MONROE DR NE,614,Midtown,E,33.77561,-84.37098,,
AUTO THEFT,201371316,05/16/2020,175 LOWRY ST NE,609,Edgewood,O,33.75834,-84.33986,,
LARCENY-FROM VEHICLE,201371821,05/16/2020,931 MONROE DR NE,614,Midtown,E,33.78049,-84.36907,,
LARCENY-NON VEHICLE,201362088,05/16/2020,888 EDEN AVE SE,607,Ormewood Park,W,33.73033,-84.35874,,
AUTO THEFT,201370874,05/16/2020,1150 GILBERT ST SE,607,Woodland Hills,W,33.72309,-84.35043,,
ROBBERY,201371173,05/16/2020,770 MONROE DR NE,614,Midtown,E,33.77561,-84.37098,,
AUTO THEFT,201371316,05/16/2020,175 LOWRY ST NE,609,Edgewood,O,33.75834,-84.33986,,
LARCENY-FROM VEHICLE,201371821,05/16/2020,931 MONROE DR NE,614,Midtown,E,33.78049,-84.36907,,
AUTO THEFT,201370874,05/16/2020,1150 GILBERT ST SE,607,Woodland Hills,W,33.72309,-84.35043,,
ROBBERY,201371173,05/16/2020,770 MONROE DR NE,614,Midtown,E,33.77561,-84.37098,,
AUTO THEFT,201371316,05/16/2020,175 LOWRY ST NE,609,Edgewood,O,33.75834,-84.33986,,
LARCENY-FROM VEHICLE,201371821,05/16/2020,931 MONROE DR NE,614,Midtown,E,33.78049,-84.36907,,
LARCENY-NON VEHICLE,201362088,05/16/2020,888 EDEN AVE SE,607,Ormewood Park,W,33.73033,-84.35874,,
LARCENY-NON VEHICLE,201362088,05/16/2020,888 EDEN AVE SE,607,Ormewood Park,W,33.73033,-84.35874,,
LARCENY-NON VEHICLE,201362088,05/16/2020,888 EDEN AVE SE,607,Ormewood Park,W,33.73033,-84.35874,,
AUTO THEFT,201370874,05/16/2020,1150 GILBERT ST SE,607,Woodland Hills,W,33.72309,-84.35043,,
ROBBERY,201371173,05/16/2020,770 MONROE DR NE,614,Midtown,E,33.77561,-84.37098,,
AUTO THEFT,201371316,05/16/2020,175 LOWRY ST NE,609,Edgewood,O,33.75834,-84.33986,,
LARCENY-FROM VEHICLE,201371821,05/16/2020,931 MONROE DR NE,614,Midtown,E,33.78049,-84.36907,,
AUTO THEFT,201370874,05/16/2020,1150 GILBERT ST SE,607,Woodland Hills,W,33.72309,-84.35043,,
AUTO THEFT,201371316,05/16/2020,175 LOWRY ST NE,609,Edgewood,O,33.75834,-84.33986,,
LARCENY-FROM VEHICLE,201371821,05/16/2020,931 MONROE DR NE,614,Midtown,E,33.78049,-84.36907,,
AGG ASSAULT,201360292,05/15/2020,852 UNITED AVE SE,607,Ormewood Park,W,33.7277,-84.36332,,
LARCENY-FROM VEHICLE,201360295,05/15/2020,855 CHARLES ALLEN DR NE,614,Midtown,E,33.77805,-84.37229,,
AGG ASSAULT,201360834,05/15/2020,2276 SUTTON ST SE,611,Kirkwood,O,33.74841,-84.31289,,
LARCENY-FROM VEHICLE,201360897,05/15/2020,635 RANKIN ST NE,603,Old Fourth Ward,M,33.7671,-84.36662,,
LARCENY-NON VEHICLE,201361240,05/15/2020,508 GREENWOOD AVE NE,614,Midtown,E,33.77731,-84.37061,,
LARCENY-NON VEHICLE,201362020,05/15/2020,675 PONCE DE LEON AVE NE @PONCE CITY MARKET,603,Old Fourth Ward,M,33.77299,-84.36504,,
AGG ASSAULT,201362035,05/15/2020,MORELAND AVE SE / I-20 EB EXPY SE,606,Ormewood Park,W,33.74534,-84.34923,,
AUTO THEFT,201362204,05/15/2020,371 BOULEVARD SE,605,Grant Park,W,33.7445,-84.3687,,
AGG ASSAULT,201360292,05/15/2020,852 UNITED AVE SE,607,Ormewood Park,W,33.7277,-84.36332,,
LARCENY-FROM VEHICLE,201360295,05/15/2020,855 CHARLES ALLEN DR NE,614,Midtown,E,33.77805,-84.37229,,
AGG ASSAULT,201360834,05/15/2020,2276 SUTTON ST SE,611,Kirkwood,O,33.74841,-84.31289,,
LARCENY-FROM VEHICLE,201360897,05/15/2020,635 RANKIN ST NE,603,Old Fourth Ward,M,33.7671,-84.36662,,
LARCENY-NON VEHICLE,201361240,05/15/2020,508 GREENWOOD AVE NE,614,Midtown,E,33.77731,-84.37061,,
LARCENY-NON VEHICLE,201362020,05/15/2020,675 PONCE DE LEON AVE NE @PONCE CITY MARKET,603,Old Fourth Ward,M,33.77299,-84.36504,,
AGG ASSAULT,201362035,05/15/2020,MORELAND AVE SE / I-20 EB EXPY SE,606,Ormewood Park,W,33.74534,-84.34923,,
AUTO THEFT,201362204,05/15/2020,371 BOULEVARD SE,605,Grant Park,W,33.7445,-84.3687,,
AUTO THEFT,201362204,05/15/2020,371 BOULEVARD SE,605,Grant Park,W,33.7445,-84.3687,,
AGG ASSAULT,201360292,05/15/2020,852 UNITED AVE SE,607,Ormewood Park,W,33.7277,-84.36332,,
LARCENY-FROM VEHICLE,201360295,05/15/2020,855 CHARLES ALLEN DR NE,614,Midtown,E,33.77805,-84.37229,,
AGG ASSAULT,201360834,05/15/2020,2276 SUTTON ST SE,611,Kirkwood,O,33.74841,-84.31289,,
LARCENY-FROM VEHICLE,201360897,05/15/2020,635 RANKIN ST NE,603,Old Fourth Ward,M,33.7671,-84.36662,,
LARCENY-NON VEHICLE,201361240,05/15/2020,508 GREENWOOD AVE NE,614,Midtown,E,33.77731,-84.37061,,
LARCENY-NON VEHICLE,201362020,05/15/2020,675 PONCE DE LEON AVE NE @PONCE CITY MARKET,603,Old Fourth Ward,M,33.77299,-84.36504,,
AGG ASSAULT,201362035,05/15/2020,MORELAND AVE SE / I-20 EB EXPY SE,606,Ormewood Park,W,33.74534,-84.34923,,
AUTO THEFT,201362204,05/15/2020,371 BOULEVARD SE,605,Grant Park,W,33.7445,-84.3687,,
AGG ASSAULT,201360292,05/15/2020,852 UNITED AVE SE,607,Ormewood Park,W,33.7277,-84.36332,,
LARCENY-FROM VEHICLE,201360295,05/15/2020,855 CHARLES ALLEN DR NE,614,Midtown,E,33.77805,-84.37229,,
AGG ASSAULT,201360834,05/15/2020,2276 SUTTON ST SE,611,Kirkwood,O,33.74841,-84.31289,,
LARCENY-FROM VEHICLE,201360897,05/15/2020,635 RANKIN ST NE,603,Old Fourth Ward,M,33.7671,-84.36662,,
LARCENY-NON VEHICLE,201361240,05/15/2020,508 GREENWOOD AVE NE,614,Midtown,E,33.77731,-84.37061,,
LARCENY-NON VEHICLE,201362020,05/15/2020,675 PONCE DE LEON AVE NE @PONCE CITY MARKET,603,Old Fourth Ward,M,33.77299,-84.36504,,
AGG ASSAULT,201362035,05/15/2020,MORELAND AVE SE / I-20 EB EXPY SE,606,Ormewood Park,W,33.74534,-84.34923,,
AGG ASSAULT,201360292,05/15/2020,852 UNITED AVE SE,607,Ormewood Park,W,33.7277,-84.36332,,
LARCENY-FROM VEHICLE,201360295,05/15/2020,855 CHARLES ALLEN DR NE,614,Midtown,E,33.77805,-84.37229,,
AGG ASSAULT,201360834,05/15/2020,2276 SUTTON ST SE,611,Kirkwood,O,33.74841,-84.31289,,
LARCENY-FROM VEHICLE,201360897,05/15/2020,635 RANKIN ST NE,603,Old Fourth Ward,M,33.7671,-84.36662,,
LARCENY-NON VEHICLE,201361240,05/15/2020,508 GREENWOOD AVE NE,614,Midtown,E,33.77731,-84.37061,,
LARCENY-NON VEHICLE,201362020,05/15/2020,675 PONCE DE LEON AVE NE @PONCE CITY MARKET,603,Old Fourth Ward,M,33.77299,-84.36504,,
AGG ASSAULT,201362035,05/15/2020,MORELAND AVE SE / I-20 EB EXPY SE,606,Ormewood Park,W,33.74534,-84.34923,,
AUTO THEFT,201362204,05/15/2020,371 BOULEVARD SE,605,Grant Park,W,33.7445,-84.3687,,
AUTO THEFT,201362204,05/15/2020,371 BOULEVARD SE,605,Grant Park,W,33.7445,-84.3687,,
AGG ASSAULT,201360292,05/15/2020,852 UNITED AVE SE,607,Ormewood Park,W,33.7277,-84.36332,,
LARCENY-FROM VEHICLE,201360295,05/15/2020,855 CHARLES ALLEN DR NE,614,Midtown,E,33.77805,-84.37229,,
AGG ASSAULT,201360834,05/15/2020,2276 SUTTON ST SE,611,Kirkwood,O,33.74841,-84.31289,,
LARCENY-FROM VEHICLE,201360897,05/15/2020,635 RANKIN ST NE,603,Old Fourth Ward,M,33.7671,-84.36662,,
LARCENY-NON VEHICLE,201361240,05/15/2020,508 GREENWOOD AVE NE,614,Midtown,E,33.77731,-84.37061,,
LARCENY-NON VEHICLE,201362020,05/15/2020,675 PONCE DE LEON AVE NE @PONCE CITY MARKET,603,Old Fourth Ward,M,33.77299,-84.36504,,
AGG ASSAULT,201362035,05/15/2020,MORELAND AVE SE / I-20 EB EXPY SE,606,Ormewood Park,W,33.74534,-84.34923,,
AUTO THEFT,201362204,05/15/2020,371 BOULEVARD SE,605,Grant Park,W,33.7445,-84.3687,,
AGG ASSAULT,201360292,05/15/2020,852 UNITED AVE SE,607,Ormewood Park,W,33.7277,-84.36332,,
LARCENY-FROM VEHICLE,201360295,05/15/2020,855 CHARLES ALLEN DR NE,614,Midtown,E,33.77805,-84.37229,,
AGG ASSAULT,201360834,05/15/2020,2276 SUTTON ST SE,611,Kirkwood,O,33.74841,-84.31289,,
LARCENY-FROM VEHICLE,201360897,05/15/2020,635 RANKIN ST NE,603,Old Fourth Ward,M,33.7671,-84.36662,,
LARCENY-NON VEHICLE,201361240,05/15/2020,508 GREENWOOD AVE NE,614,Midtown,E,33.77731,-84.37061,,
LARCENY-NON VEHICLE,201362020,05/15/2020,675 PONCE DE LEON AVE NE @PONCE CITY MARKET,603,Old Fourth Ward,M,33.77299,-84.36504,,
AGG ASSAULT,201362035,05/15/2020,MORELAND AVE SE / I-20 EB EXPY SE,606,Ormewood Park,W,33.74534,-84.34923,,
LARCENY-NON VEHICLE,201350183,05/14/2020,400 EDGEWOOD AVE NE,604,Sweet Auburn,M,33.75464,-84.37465,,
LARCENY-NON VEHICLE,201350674,05/14/2020,595 PIEDMONT AVE NE,603,Old Fourth Ward,M,33.77067,-84.38023,,
LARCENY-NON VEHICLE,201350738,05/14/2020,1450 LA FRANCE ST NE,609,Edgewood,O,33.76066,-84.34017,,
LARCENY-NON VEHICLE,201350183,05/14/2020,400 EDGEWOOD AVE NE,604,Sweet Auburn,M,33.75464,-84.37465,,
LARCENY-NON VEHICLE,201350674,05/14/2020,595 PIEDMONT AVE NE,603,Old Fourth Ward,M,33.77067,-84.38023,,
LARCENY-NON VEHICLE,201350738,05/14/2020,1450 LA FRANCE ST NE,609,Edgewood,O,33.76066,-84.34017,,
LARCENY-NON VEHICLE,201350183,05/14/2020,400 EDGEWOOD AVE NE,604,Sweet Auburn,M,33.75464,-84.37465,,
LARCENY-NON VEHICLE,201350674,05/14/2020,595 PIEDMONT AVE NE,603,Old Fourth Ward,M,33.77067,-84.38023,,
LARCENY-NON VEHICLE,201350738,05/14/2020,1450 LA FRANCE ST NE,609,Edgewood,O,33.76066,-84.34017,,
LARCENY-NON VEHICLE,201350183,05/14/2020,400 EDGEWOOD AVE NE,604,Sweet Auburn,M,33.75464,-84.37465,,
LARCENY-NON VEHICLE,201350674,05/14/2020,595 PIEDMONT AVE NE,603,Old Fourth Ward,M,33.77067,-84.38023,,
LARCENY-NON VEHICLE,201350738,05/14/2020,1450 LA FRANCE ST NE,609,Edgewood,O,33.76066,-84.34017,,
LARCENY-NON VEHICLE,201350183,05/14/2020,400 EDGEWOOD AVE NE,604,Sweet Auburn,M,33.75464,-84.37465,,
LARCENY-NON VEHICLE,201350674,05/14/2020,595 PIEDMONT AVE NE,603,Old Fourth Ward,M,33.77067,-84.38023,,
LARCENY-NON VEHICLE,201350738,05/14/2020,1450 LA FRANCE ST NE,609,Edgewood,O,33.76066,-84.34017,,
LARCENY-NON VEHICLE,201350183,05/14/2020,400 EDGEWOOD AVE NE,604,Sweet Auburn,M,33.75464,-84.37465,,
LARCENY-NON VEHICLE,201350674,05/14/2020,595 PIEDMONT AVE NE,603,Old Fourth Ward,M,33.77067,-84.38023,,
LARCENY-NON VEHICLE,201350738,05/14/2020,1450 LA FRANCE ST NE,609,Edgewood,O,33.76066,-84.34017,,
LARCENY-NON VEHICLE,201350183,05/14/2020,400 EDGEWOOD AVE NE,604,Sweet Auburn,M,33.75464,-84.37465,,
LARCENY-NON VEHICLE,201350674,05/14/2020,595 PIEDMONT AVE NE,603,Old Fourth Ward,M,33.77067,-84.38023,,
LARCENY-NON VEHICLE,201350738,05/14/2020,1450 LA FRANCE ST NE,609,Edgewood,O,33.76066,-84.34017,,
LARCENY-NON VEHICLE,201340056,05/13/2020,400 EDGEWOOD AVE NE,604,Sweet Auburn,M,33.75464,-84.37465,,
LARCENY-NON VEHICLE,201340542,05/13/2020,400 EDGEWOOD AVE NE,604,Sweet Auburn,M,33.75464,-84.37465,,
LARCENY-NON VEHICLE,201340570,05/13/2020,1860 MEMORIAL DR SE,610,Kirkwood,O,33.74774,-84.32665,,
LARCENY-NON VEHICLE,201340977,05/13/2020,982 MEMORIAL DR SE,606,Reynoldstown,N,33.74677,-84.35517,,
AUTO THEFT,201341580,05/13/2020,792 LAKE AVE NE,602,Inman Park,N,33.75863,-84.36194,,
LARCENY-NON VEHICLE,201341800,05/13/2020,800 GLENWOOD AVE SE,605,Grant Park,W,33.74234,-84.36002,,
LARCENY-NON VEHICLE,201340056,05/13/2020,400 EDGEWOOD AVE NE,604,Sweet Auburn,M,33.75464,-84.37465,,
LARCENY-NON VEHICLE,201340542,05/13/2020,400 EDGEWOOD AVE NE,604,Sweet Auburn,M,33.75464,-84.37465,,
LARCENY-NON VEHICLE,201340570,05/13/2020,1860 MEMORIAL DR SE,610,Kirkwood,O,33.74774,-84.32665,,
LARCENY-NON VEHICLE,201340977,05/13/2020,982 MEMORIAL DR SE,606,Reynoldstown,N,33.74677,-84.35517,,
AUTO THEFT,201341580,05/13/2020,792 LAKE AVE NE,602,Inman Park,N,33.75863,-84.36194,,
LARCENY-NON VEHICLE,201341800,05/13/2020,800 GLENWOOD AVE SE,605,Grant Park,W,33.74234,-84.36002,,
LARCENY-NON VEHICLE,201340056,05/13/2020,400 EDGEWOOD AVE NE,604,Sweet Auburn,M,33.75464,-84.37465,,
LARCENY-NON VEHICLE,201340542,05/13/2020,400 EDGEWOOD AVE NE,604,Sweet Auburn,M,33.75464,-84.37465,,
LARCENY-NON VEHICLE,201340570,05/13/2020,1860 MEMORIAL DR SE,610,Kirkwood,O,33.74774,-84.32665,,
LARCENY-NON VEHICLE,201340977,05/13/2020,982 MEMORIAL DR SE,606,Reynoldstown,N,33.74677,-84.35517,,
AUTO THEFT,201341580,05/13/2020,792 LAKE AVE NE,602,Inman Park,N,33.75863,-84.36194,,
LARCENY-NON VEHICLE,201341800,05/13/2020,800 GLENWOOD AVE SE,605,Grant Park,W,33.74234,-84.36002,,
LARCENY-NON VEHICLE,201340056,05/13/2020,400 EDGEWOOD AVE NE,604,Sweet Auburn,M,33.75464,-84.37465,,
LARCENY-NON VEHICLE,201340542,05/13/2020,400 EDGEWOOD AVE NE,604,Sweet Auburn,M,33.75464,-84.37465,,
LARCENY-NON VEHICLE,201340570,05/13/2020,1860 MEMORIAL DR SE,610,Kirkwood,O,33.74774,-84.32665,,
LARCENY-NON VEHICLE,201340977,05/13/2020,982 MEMORIAL DR SE,606,Reynoldstown,N,33.74677,-84.35517,,
AUTO THEFT,201341580,05/13/2020,792 LAKE AVE NE,602,Inman Park,N,33.75863,-84.36194,,
LARCENY-NON VEHICLE,201341800,05/13/2020,800 GLENWOOD AVE SE,605,Grant Park,W,33.74234,-84.36002,,
LARCENY-NON VEHICLE,201340056,05/13/2020,400 EDGEWOOD AVE NE,604,Sweet Auburn,M,33.75464,-84.37465,,
LARCENY-NON VEHICLE,201340542,05/13/2020,400 EDGEWOOD AVE NE,604,Sweet Auburn,M,33.75464,-84.37465,,
LARCENY-NON VEHICLE,201340570,05/13/2020,1860 MEMORIAL DR SE,610,Kirkwood,O,33.74774,-84.32665,,
LARCENY-NON VEHICLE,201340977,05/13/2020,982 MEMORIAL DR SE,606,Reynoldstown,N,33.74677,-84.35517,,
AUTO THEFT,201341580,05/13/2020,792 LAKE AVE NE,602,Inman Park,N,33.75863,-84.36194,,
LARCENY-NON VEHICLE,201341800,05/13/2020,800 GLENWOOD AVE SE,605,Grant Park,W,33.74234,-84.36002,,
LARCENY-NON VEHICLE,201340056,05/13/2020,400 EDGEWOOD AVE NE,604,Sweet Auburn,M,33.75464,-84.37465,,
LARCENY-NON VEHICLE,201340542,05/13/2020,400 EDGEWOOD AVE NE,604,Sweet Auburn,M,33.75464,-84.37465,,
LARCENY-NON VEHICLE,201340570,05/13/2020,1860 MEMORIAL DR SE,610,Kirkwood,O,33.74774,-84.32665,,
LARCENY-NON VEHICLE,201340977,05/13/2020,982 MEMORIAL DR SE,606,Reynoldstown,N,33.74677,-84.35517,,
AUTO THEFT,201341580,05/13/2020,792 LAKE AVE NE,602,Inman Park,N,33.75863,-84.36194,,
LARCENY-NON VEHICLE,201341800,05/13/2020,800 GLENWOOD AVE SE,605,Grant Park,W,33.74234,-84.36002,,
LARCENY-NON VEHICLE,201340056,05/13/2020,400 EDGEWOOD AVE NE,604,Sweet Auburn,M,33.75464,-84.37465,,
LARCENY-NON VEHICLE,201340542,05/13/2020,400 EDGEWOOD AVE NE,604,Sweet Auburn,M,33.75464,-84.37465,,
LARCENY-NON VEHICLE,201340570,05/13/2020,1860 MEMORIAL DR SE,610,Kirkwood,O,33.74774,-84.32665,,
LARCENY-NON VEHICLE,201340977,05/13/2020,982 MEMORIAL DR SE,606,Reynoldstown,N,33.74677,-84.35517,,
AUTO THEFT,201341580,05/13/2020,792 LAKE AVE NE,602,Inman Park,N,33.75863,-84.36194,,
LARCENY-NON VEHICLE,201341800,05/13/2020,800 GLENWOOD AVE SE,605,Grant Park,W,33.74234,-84.36002,,
AGG ASSAULT,201330098,05/12/2020,1634 MAY AVE SE,612,East Atlanta,W,33.73913,-84.33425,,
LARCENY-NON VEHICLE,201330391,05/12/2020,905 BRIARCLIFF RD NE,608,Druid Hills,N,33.77906,-84.34515,,
LARCENY-NON VEHICLE,201330394,05/12/2020,650 PONCE DE LEON AVE NE @HOME DEPOT - PONCE,614,Midtown,E,33.77469,-84.36561,,
LARCENY-NON VEHICLE,201330398,05/12/2020,830 WILLOUGHBY WAY NE @HISTORIC 4TH WARD PK,603,Old Fourth Ward,M,33.76585,-84.35999,,
AUTO THEFT,201330480,05/12/2020,454 SEMINOLE AVE NE,602,Inman Park,N,33.76625,-84.35022,,
LARCENY-NON VEHICLE,201330675,05/12/2020,1275 CAROLINE ST NE @TARGET - CAROLINE,609,Edgewood,O,33.75674,-84.34619,,
LARCENY-NON VEHICLE,201330860,05/12/2020,650 PONCE DE LEON AVE NE @HOME DEPOT - PONCE,614,Midtown,E,33.77469,-84.36561,,
LARCENY-NON VEHICLE,201330879,05/12/2020,439 HIGHLAND AVE NE,604,Old Fourth Ward,M,33.76101,-84.37345,,
AUTO THEFT,201330970,05/12/2020,629 GLENWOOD AVE SE,605,Grant Park,W,33.74243,-84.36708,,
LARCENY-FROM VEHICLE,201331196,05/12/2020,683 HILL ST SE,605,Grant Park,W,33.73596,-84.37867,,
LARCENY-NON VEHICLE,201331383,05/12/2020,1005 MORELAND AVE SE,607,Ormewood Park,W,33.72706,-84.3497,,
LARCENY-NON VEHICLE,201331393,05/12/2020,301 MEMORIAL DR SE,605,Grant Park,W,33.74675,-84.37766,,
AUTO THEFT,201331798,05/12/2020,66B CHESTER AVE SE,606,Reynoldstown,N,33.75204,-84.35898,,
AGG ASSAULT,201330098,05/12/2020,1634 MAY AVE SE,612,East Atlanta,W,33.73913,-84.33425,,
LARCENY-NON VEHICLE,201330391,05/12/2020,905 BRIARCLIFF RD NE,608,Druid Hills,N,33.77906,-84.34515,,
LARCENY-NON VEHICLE,201330394,05/12/2020,650 PONCE DE LEON AVE NE @HOME DEPOT - PONCE,614,Midtown,E,33.77469,-84.36561,,
LARCENY-NON VEHICLE,201330398,05/12/2020,830 WILLOUGHBY WAY NE @HISTORIC 4TH WARD PK,603,Old Fourth Ward,M,33.76585,-84.35999,,
AUTO THEFT,201330480,05/12/2020,454 SEMINOLE AVE NE,602,Inman Park,N,33.76625,-84.35022,,
LARCENY-NON VEHICLE,201330675,05/12/2020,1275 CAROLINE ST NE @TARGET - CAROLINE,609,Edgewood,O,33.75674,-84.34619,,
LARCENY-NON VEHICLE,201330860,05/12/2020,650 PONCE DE LEON AVE NE @HOME DEPOT - PONCE,614,Midtown,E,33.77469,-84.36561,,
LARCENY-NON VEHICLE,201330879,05/12/2020,439 HIGHLAND AVE NE,604,Old Fourth Ward,M,33.76101,-84.37345,,
AUTO THEFT,201330970,05/12/2020,629 GLENWOOD AVE SE,605,Grant Park,W,33.74243,-84.36708,,
LARCENY-FROM VEHICLE,201331196,05/12/2020,683 HILL ST SE,605,Grant Park,W,33.73596,-84.37867,,
LARCENY-NON VEHICLE,201331383,05/12/2020,1005 MORELAND AVE SE,607,Ormewood Park,W,33.72706,-84.3497,,
LARCENY-NON VEHICLE,201331393,05/12/2020,301 MEMORIAL DR SE,605,Grant Park,W,33.74675,-84.37766,,
AUTO THEFT,201331798,05/12/2020,66B CHESTER AVE SE,606,Reynoldstown,N,33.75204,-84.35898,,
AGG ASSAULT,201330098,05/12/2020,1634 MAY AVE SE,612,East Atlanta,W,33.73913,-84.33425,,
LARCENY-NON VEHICLE,201330391,05/12/2020,905 BRIARCLIFF RD NE,608,Druid Hills,N,33.77906,-84.34515,,
LARCENY-NON VEHICLE,201330394,05/12/2020,650 PONCE DE LEON AVE NE @HOME DEPOT - PONCE,614,Midtown,E,33.77469,-84.36561,,
LARCENY-NON VEHICLE,201330398,05/12/2020,830 WILLOUGHBY WAY NE @HISTORIC 4TH WARD PK,603,Old Fourth Ward,M,33.76585,-84.35999,,
AUTO THEFT,201330480,05/12/2020,454 SEMINOLE AVE NE,602,Inman Park,N,33.76625,-84.35022,,
LARCENY-NON VEHICLE,201330675,05/12/2020,1275 CAROLINE ST NE @TARGET - CAROLINE,609,Edgewood,O,33.75674,-84.34619,,
LARCENY-NON VEHICLE,201330860,05/12/2020,650 PONCE DE LEON AVE NE @HOME DEPOT - PONCE,614,Midtown,E,33.77469,-84.36561,,
LARCENY-NON VEHICLE,201330879,05/12/2020,439 HIGHLAND AVE NE,604,Old Fourth Ward,M,33.76101,-84.37345,,
AUTO THEFT,201330970,05/12/2020,629 GLENWOOD AVE SE,605,Grant Park,W,33.74243,-84.36708,,
LARCENY-FROM VEHICLE,201331196,05/12/2020,683 HILL ST SE,605,Grant Park,W,33.73596,-84.37867,,
LARCENY-NON VEHICLE,201331383,05/12/2020,1005 MORELAND AVE SE,607,Ormewood Park,W,33.72706,-84.3497,,
LARCENY-NON VEHICLE,201331393,05/12/2020,301 MEMORIAL DR SE,605,Grant Park,W,33.74675,-84.37766,,
AUTO THEFT,201331798,05/12/2020,66B CHESTER AVE SE,606,Reynoldstown,N,33.75204,-84.35898,,
AGG ASSAULT,201330098,05/12/2020,1634 MAY AVE SE,612,East Atlanta,W,33.73913,-84.33425,,
LARCENY-NON VEHICLE,201330391,05/12/2020,905 BRIARCLIFF RD NE,608,Druid Hills,N,33.77906,-84.34515,,
LARCENY-NON VEHICLE,201330394,05/12/2020,650 PONCE DE LEON AVE NE @HOME DEPOT - PONCE,614,Midtown,E,33.77469,-84.36561,,
LARCENY-NON VEHICLE,201330398,05/12/2020,830 WILLOUGHBY WAY NE @HISTORIC 4TH WARD PK,603,Old Fourth Ward,M,33.76585,-84.35999,,
AUTO THEFT,201330480,05/12/2020,454 SEMINOLE AVE NE,602,Inman Park,N,33.76625,-84.35022,,
LARCENY-NON VEHICLE,201330675,05/12/2020,1275 CAROLINE ST NE @TARGET - CAROLINE,609,Edgewood,O,33.75674,-84.34619,,
LARCENY-NON VEHICLE,201330860,05/12/2020,650 PONCE DE LEON AVE NE @HOME DEPOT - PONCE,614,Midtown,E,33.77469,-84.36561,,
LARCENY-NON VEHICLE,201330879,05/12/2020,439 HIGHLAND AVE NE,604,Old Fourth Ward,M,33.76101,-84.37345,,
AUTO THEFT,201330970,05/12/2020,629 GLENWOOD AVE SE,605,Grant Park,W,33.74243,-84.36708,,
LARCENY-FROM VEHICLE,201331196,05/12/2020,683 HILL ST SE,605,Grant Park,W,33.73596,-84.37867,,
LARCENY-NON VEHICLE,201331383,05/12/2020,1005 MORELAND AVE SE,607,Ormewood Park,W,33.72706,-84.3497,,
LARCENY-NON VEHICLE,201331393,05/12/2020,301 MEMORIAL DR SE,605,Grant Park,W,33.74675,-84.37766,,
AUTO THEFT,201331798,05/12/2020,66B CHESTER AVE SE,606,Reynoldstown,N,33.75204,-84.35898,,
AGG ASSAULT,201330098,05/12/2020,1634 MAY AVE SE,612,East Atlanta,W,33.73913,-84.33425,,
LARCENY-NON VEHICLE,201330391,05/12/2020,905 BRIARCLIFF RD NE,608,Druid Hills,N,33.77906,-84.34515,,
LARCENY-NON VEHICLE,201330394,05/12/2020,650 PONCE DE LEON AVE NE @HOME DEPOT - PONCE,614,Midtown,E,33.77469,-84.36561,,
